page_id,kind,el_id,prescreen_ok,prescreen_first,kept,blacklisted
we00003,collapse,20,True,,True,False
we00003,collapse,32,True,,True,False
we00003,collapse,40,True,,True,False
we00003,collapse,104,True,,True,False
we00003,collapse,8,True,,True,False
we00003,collapse,19,True,,True,False
we00003,collapse,3,True,,True,False
we00003,collapse,7,True,,True,False
we00003,collapse,18,True,,True,False
we00003,collapse,6,True,,True,False
we00004,remove,1,True,,True,False
we00004,remove,11,True,,True,False
we00004,remove,21,True,,True,False
we00004,remove,31,True,,True,False
we00004,remove,41,True,,True,False
we00004,remove,51,True,,True,False
we00004,remove,61,True,,True,False
we00004,remove,71,True,,True,False
we00004,remove,90,True,,True,False
we00004,remove,125,True,,True,False
we00004,remove,155,True,,True,False
we00004,remove,161,True,,True,False
we00004,remove,200,True,,True,False
we00004,remove,228,True,,True,False
we00004,collapse,177,True,,True,False
we00004,collapse,188,True,,True,False
we00004,collapse,197,True,,True,False
we00004,collapse,176,True,,True,False
we00004,collapse,187,True,,True,False
we00004,collapse,196,True,,True,False
we00004,collapse,145,True,,True,False
we00004,collapse,175,True,,True,False
we00004,collapse,180,True,,True,False
we00004,collapse,186,True,,True,False
we00004,collapse,195,True,,True,False
we00004,collapse,214,True,,True,False
we00004,collapse,220,True,,True,False
we00004,collapse,226,True,,True,False
we00004,collapse,143,True,,True,False
we00004,collapse,148,True,,False,False
we00004,collapse,172,True,,True,False
we00004,collapse,183,True,,True,False
we00004,collapse,192,True,,True,False
we00004,collapse,211,True,,True,False
we00004,collapse,217,True,,True,False
we00004,collapse,223,True,,True,False
we00004,collapse,142,True,,True,False
we00004,collapse,157,True,,True,False
we00004,collapse,171,True,,True,False
we00004,collapse,182,True,,True,False
we00004,collapse,191,True,,True,False
we00004,collapse,210,True,,True,False
we00004,collapse,216,True,,True,False
we00004,collapse,222,True,,True,False
we00004,collapse,104,True,,True,False
we00004,collapse,137,True,,True,False
we00004,collapse,170,True,,True,False
we00004,collapse,209,True,,True,False
we00004,collapse,100,True,,True,False
we00004,collapse,136,False,"m159: 1079.15625,586.0625,128.09375,17|accent-color:auto -> 1079.15625,586.0625,115.984375,17|accent-color:auto",False,False
we00004,collapse,166,True,,True,False
we00004,collapse,169,True,,True,False
we00004,collapse,201,False,"m202: background-color:rgb(255, 255, 255) -> background-color:rgba(0, 0, 0, 0)",False,False
we00004,collapse,205,True,,True,False
we00004,collapse,208,True,,True,False
we00004,collapse,229,False,"m230: background-color:rgb(255, 255, 255) -> background-color:rgba(0, 0, 0, 0)",False,False
we00004,collapse,99,True,,True,False
we00004,collapse,107,True,,True,False
we00004,collapse,165,True,,True,False
we00004,collapse,204,True,,True,False
we00004,collapse,98,True,,True,False
we00004,collapse,106,True,,True,False
we00004,collapse,120,True,,True,False
we00004,collapse,134,True,,True,False
we00004,collapse,86,True,,True,False
we00004,collapse,97,True,,True,False
we00004,collapse,119,True,,True,False
we00004,collapse,129,True,,True,False
we00004,collapse,133,True,,True,False
we00004,collapse,163,True,,True,False
we00004,collapse,85,True,,True,False
we00004,collapse,96,True,,True,False
we00004,collapse,118,True,,True,False
we00004,collapse,128,True,,True,False
we00004,collapse,233,True,,True,False
we00004,collapse,84,True,,True,False
we00004,collapse,95,True,,True,False
we00004,collapse,117,True,,True,False
we00004,collapse,127,True,,True,False
we00004,collapse,232,True,,True,False
we00004,collapse,83,True,,True,False
we00004,collapse,231,True,,True,False
we00004,collapse,93,True,,True,False
we00005,remove,51,True,,True,False
we00005,remove,58,True,,True,False
we00005,remove,76,True,,True,False
we00005,remove,78,True,,True,False
we00005,remove,118,True,,True,False
we00005,collapse,11,True,,True,False
we00005,collapse,16,True,,True,False
we00005,collapse,91,False,"i0: 0,0,1280,1655.75|accent-color:auto -> 0,0,1280,1658.75|accent-color:auto",False,False
we00005,collapse,93,True,,True,False
we00005,collapse,120,False,"i0: 0,0,1280,1655.75|accent-color:auto -> 0,0,1280,1658.75|accent-color:auto",False,False
we00005,collapse,125,False,"i0: 0,0,1280,1655.75|accent-color:auto -> 0,0,1280,1658.75|accent-color:auto",False,False
we00005,collapse,127,True,,True,False
we00005,collapse,132,False,"i0: 0,0,1280,1655.75|accent-color:auto -> 0,0,1280,1658.75|accent-color:auto",False,False
we00005,collapse,137,False,"i0: 0,0,1280,1655.75|accent-color:auto -> 0,0,1280,1658.75|accent-color:auto",False,False
we00005,collapse,9,True,,True,False
we00005,collapse,89,True,,True,False
we00006,remove,1,True,,True,False
we00006,remove,13,False,"m11: 1197,54.5,13,29.5|accent-color:auto -> 1197,54.5,13,1|accent-color:auto",False,False
we00006,remove,15,False,"m3: 48,0,1184,141|accent-color:auto -> 48,0,1184,0|accent-color:auto",False,False
we00006,remove,16,True,,True,False
we00006,remove,22,True,,True,False
we00006,remove,25,True,,True,False
we00006,remove,41,True,,True,False
we00006,remove,54,True,,True,False
we00006,remove,71,True,,True,False
we00006,remove,176,False,"i0: 0,0,1280,2527.75|accent-color:auto -> 0,0,1280,2451.25|accent-color:auto",False,False
we00006,remove,181,True,,True,False
we00006,remove,182,False,"i0: 0,0,1280,2527.75|accent-color:auto -> 0,0,1280,2508.25|accent-color:auto",False,False
we00006,collapse,52,True,,True,False
we00006,collapse,72,True,,True,False
we00006,collapse,28,True,,True,False
we00006,collapse,81,True,,True,False
we00006,collapse,86,True,,True,False
we00006,collapse,91,True,,True,False
we00006,collapse,96,True,,True,False
we00006,collapse,101,True,,True,False
we00006,collapse,106,True,,True,False
we00006,collapse,111,True,,True,False
we00006,collapse,116,True,,True,False
we00006,collapse,121,True,,True,False
we00006,collapse,126,True,,True,False
we00006,collapse,131,True,,True,False
we00006,collapse,136,True,,True,False
we00006,collapse,141,True,,True,False
we00006,collapse,146,True,,True,False
we00006,collapse,151,True,,True,False
we00006,collapse,156,True,,True,False
we00006,collapse,161,True,,True,False
we00006,collapse,166,True,,True,False
we00006,collapse,170,True,,True,False
we00007,remove,2,True,,True,False
we00007,remove,6,True,,True,False
we00007,remove,22,True,,True,False
we00007,remove,31,False,"i0: 0,0,1280,1839.109375|accent-color:auto -> 0,0,1280,1817.109375|accent-color:auto",False,False
we00007,remove,41,False,"m40: 75,203.59375,220,358.34375|accent-color:auto -> 75,203.59375,220,348.34375|accent-color:auto",False,False
we00007,remove,42,True,,True,False
we00007,remove,44,True,,True,False
we00007,remove,63,True,,True,False
we00007,remove,75,False,"m76: 430,299.1875,730,19.59375|accent-color:auto -> 430,279.59375,730,39.1875|accent-color:auto",False,False
we00007,remove,77,False,"i0: 0,0,1280,1839.109375|accent-color:auto -> 0,0,1280,1829.109375|accent-color:auto",False,False
we00007,remove,78,False,"i0: 0,0,1280,1839.109375|accent-color:auto -> 0,0,1280,1829.109375|accent-color:auto",False,False
we00007,remove,84,True,,True,False
we00007,remove,102,False,"i0: 0,0,1280,1839.109375|accent-color:auto -> 0,0,1280,1817.4375|accent-color:auto",False,False
we00007,remove,107,True,,True,False
we00007,remove,109,True,,True,False
we00007,remove,173,True,,True,False
we00007,remove,174,True,,True,False
we00007,remove,175,True,,True,False
we00007,remove,176,True,,True,False
we00007,remove,201,False,"i0: 0,0,1280,1839.109375|accent-color:auto -> 0,0,1280,1773.015625|accent-color:auto",False,False
we00007,remove,208,True,,True,False
we00007,collapse,18,False,"i0: 0,0,1280,1839.109375|accent-color:auto -> 0,0,1280,1778.703125|accent-color:auto",False,False
we00007,collapse,204,True,,True,False
we00007,collapse,1,True,,True,False
we00008,remove,45,True,,True,False
we00008,remove,46,True,,True,False
we00008,remove,58,True,,True,False
we00008,remove,98,True,,True,False
we00008,remove,120,False,"m47: 8,253.1875,1264,372.84375|accent-color:auto -> 8,253.1875,1264,361.84375|accent-color:auto",False,False
we00008,remove,139,True,,True,False
we00008,remove,149,True,,False,True
we00008,remove,181,True,,False,True
we00008,remove,182,True,,False,True
we00008,remove,268,True,,False,True
we00008,remove,284,False,"i0: 0,0,1280,1461.375|accent-color:auto -> 0,0,1280,1458.375|accent-color:auto",False,False
we00008,collapse,106,False,"m107: 396.59375,508.65625,135.8125,22|accent-color:auto -> 396.59375,508.65625,543.265625,22|accent-color:auto",False,False
we00008,collapse,96,True,,False,True
we00008,collapse,100,True,,False,True
we00008,collapse,146,True,,True,False
we00008,collapse,67,True,,True,False
we00008,collapse,101,True,,True,False
we00008,collapse,119,True,,True,False
we00008,collapse,140,True,,True,False
we00008,collapse,59,False,"m58: 173.5,322.65625,0,0|accent-color:auto -> 173.5,322.65625,0,13|accent-color:auto",False,False
we00008,collapse,7,True,,False,True
we00008,collapse,10,True,,False,True
we00008,collapse,151,True,,False,True
we00008,collapse,261,True,,False,True
we00008,collapse,6,True,,False,True
we00008,collapse,3,True,,False,True
we00009,remove,12,True,,True,False
we00009,remove,25,True,,True,False
we00009,remove,34,True,,True,False
we00009,remove,60,True,,True,False
we00009,remove,69,True,,True,False
we00009,remove,126,True,,True,False
we00009,remove,128,True,,True,False
we00009,remove,133,False,"m132: 1112,634.796875,40,23.796875|accent-color:auto -> 1132,634.796875,20,23.796875|accent-color:auto",False,False
we00009,remove,136,False,"m132: 1112,634.796875,40,23.796875|accent-color:auto -> 1132,634.796875,20,23.796875|accent-color:auto",False,False
we00009,remove,143,True,,True,False
we00009,remove,150,True,,True,False
we00009,collapse,79,True,,True,False
we00009,collapse,70,False,m71: display:none -> display:inline,False,False
we00009,collapse,77,False,"i0: 0,0,1280,801.578125|accent-color:auto -> 0,0,1280,800.578125|accent-color:auto",False,False
we00009,collapse,76,True,,True,False
we00009,collapse,73,True,,True,False
we00010,remove,4,True,,True,False
we00010,remove,33,True,,True,False
we00010,remove,70,True,,True,False
we00010,remove,71,True,,True,False
we00010,remove,128,False,"m127: 1072,2834.375,80,23.796875|accent-color:auto -> 1092,2834.375,60,23.796875|accent-color:auto",False,False
we00010,remove,131,False,"m127: 1072,2834.375,80,23.796875|accent-color:auto -> 1092,2834.375,60,23.796875|accent-color:auto",False,False
we00010,remove,134,False,"m127: 1072,2834.375,80,23.796875|accent-color:auto -> 1092,2834.375,60,23.796875|accent-color:auto",False,False
we00010,remove,137,False,"m127: 1072,2834.375,80,23.796875|accent-color:auto -> 1092,2834.375,60,23.796875|accent-color:auto",False,False
we00010,collapse,46,True,,True,False
we00010,collapse,43,True,,True,False
we00010,collapse,85,True,,True,False
we00010,collapse,100,True,,True,False
we00010,collapse,34,False,m35: display:none -> display:inline,False,False
we00010,collapse,41,False,"i0: 0,0,1280,2962.5625|accent-color:auto -> 0,0,1280,2961.5625|accent-color:auto",False,False
we00010,collapse,40,True,,True,False
we00010,collapse,37,True,,True,False
we00011,remove,26,True,,True,False
we00011,remove,33,True,,True,False
we00011,remove,42,True,,True,False
we00011,remove,51,True,,True,False
we00011,remove,67,False,"i0: 0,0,1280,1748.109375|accent-color:auto -> 0,0,1280,1743.109375|accent-color:auto",False,False
we00011,collapse,75,True,,True,False
we00011,collapse,52,True,,True,False
we00011,collapse,56,True,,True,False
we00011,collapse,1,True,,True,False
we00012,remove,1,True,,True,False
we00012,remove,11,True,,True,False
we00012,remove,21,True,,True,False
we00012,remove,31,True,,True,False
we00012,remove,41,True,,True,False
we00012,remove,51,True,,True,False
we00012,remove,61,True,,True,False
we00012,remove,71,True,,True,False
we00012,remove,81,True,,True,False
we00012,remove,91,True,,True,False
we00012,remove,101,True,,True,False
we00012,remove,111,True,,True,False
we00012,remove,121,True,,True,False
we00012,remove,131,True,,True,False
we00012,remove,196,True,,True,False
we00012,collapse,159,True,,True,False
we00012,collapse,155,True,,True,False
we00012,collapse,154,True,,True,False
we00012,collapse,194,True,,True,False
we00012,collapse,193,False,"i0: 0,0,1280,2185|accent-color:auto -> 0,0,1280,2092.34375|accent-color:auto",False,False
we00012,collapse,227,False,"m228: 0,2039,1000,146|accent-color:auto -> 0,2039,1280,146|accent-color:auto",False,False
we00012,collapse,143,False,"m144: 0,0,1000,231|accent-color:auto -> 0,0,1280,231|accent-color:auto",False,False
we00012,collapse,164,False,"m165: 0,231,1000,18|accent-color:auto -> 0,231,1280,18|accent-color:auto",False,False
we00012,collapse,168,True,,True,False
we00012,collapse,182,True,,True,False
we00012,collapse,141,True,,True,False
we00014,remove,27,True,,True,False
we00014,remove,34,True,,True,False
we00014,remove,55,True,,True,False
we00014,remove,68,True,,True,False
we00014,remove,72,True,,True,False
we00014,remove,105,True,,True,False
we00014,remove,121,True,,True,False
we00014,remove,177,True,,True,False
we00014,remove,180,True,,True,False
we00014,remove,183,True,,True,False
we00014,collapse,56,True,,True,False
we00014,collapse,104,True,,True,False
we00014,collapse,65,True,,True,False
we00014,collapse,62,True,,True,False
we00014,collapse,61,True,,True,False
we00014,collapse,58,True,,True,False
we00014,collapse,2,True,,True,False
we00014,collapse,1,True,,True,False
we00015,remove,19,True,,True,False
we00015,remove,28,True,,True,False
we00015,remove,39,True,,True,False
we00015,remove,67,True,,True,False
we00015,remove,97,False,"m96: 173.4375,1786.9375,31,1|accent-color:auto -> 1106.546875,904.390625,0,1|accent-color:auto",False,False
we00015,remove,100,True,,True,False
we00015,remove,104,True,,True,False
we00015,remove,116,True,,True,False
we00015,collapse,29,True,,True,False
we00015,collapse,40,True,,True,False
we00015,collapse,54,True,,True,False
we00015,collapse,60,True,,True,False
we00015,collapse,64,True,,True,False
we00015,collapse,51,True,,True,False
we00015,collapse,63,True,,True,False
we00015,collapse,98,True,,True,False
we00015,collapse,49,False,"i0: 0,0,1280,1822.9375|accent-color:auto -> 0,0,1280,1821.9375|accent-color:auto",False,False
we00015,collapse,48,True,,True,False
we00015,collapse,45,True,,True,False
we00015,collapse,2,False,"m6: 110.078125,25,1059.828125,14|accent-color:auto -> 121.59375,25,1036.796875,14|accent-color:auto",False,False
we00016,remove,3,True,,False,False
we00016,remove,23,True,,False,False
we00016,remove,24,True,,True,False
we00016,remove,91,True,,True,False
we00016,remove,110,True,,True,False
we00016,remove,116,True,,True,False
we00016,remove,118,True,,True,False
we00016,remove,120,True,,True,False
we00016,remove,129,True,,True,False
we00016,remove,130,True,,True,False
we00016,remove,131,True,,True,False
we00016,remove,135,False,"m134: 1112,1353.140625,40,23.796875|accent-color:auto -> 1132,1353.140625,20,23.796875|accent-color:auto",False,False
we00016,remove,138,False,"m134: 1112,1353.140625,40,23.796875|accent-color:auto -> 1132,1353.140625,20,23.796875|accent-color:auto",False,False
we00016,remove,146,True,,True,False
we00016,collapse,51,True,,True,False
we00016,collapse,58,True,,True,False
we00016,collapse,65,True,,True,False
we00016,collapse,72,True,,True,False
we00016,collapse,79,True,,True,False
we00016,collapse,86,True,,True,False
we00016,collapse,50,True,,True,False
we00016,collapse,57,True,,True,False
we00016,collapse,64,True,,True,False
we00016,collapse,71,True,,True,False
we00016,collapse,78,True,,True,False
we00016,collapse,85,True,,True,False
we00016,collapse,46,True,,True,False
we00016,collapse,48,True,,True,False
we00016,collapse,55,True,,True,False
we00016,collapse,62,True,,True,False
we00016,collapse,69,True,,True,False
we00016,collapse,76,True,,True,False
we00016,collapse,83,True,,True,False
we00016,collapse,100,True,,True,False
we00016,collapse,98,True,,True,False
we00016,collapse,93,True,,True,False
we00016,collapse,97,True,,True,False
we00016,collapse,5,True,,True,False
we00016,collapse,4,True,,True,False
we00016,collapse,90,True,,True,False
we00016,collapse,2,True,,True,False
we00016,collapse,33,True,,True,False
we00016,collapse,1,False,"i0: 0,0,1280,1599.9375|accent-color:auto -> 0,0,1280,1664.734375|accent-color:auto",False,False
we00016,collapse,32,True,,True,False
we00017,remove,9,True,,True,False
we00017,remove,43,True,,True,False
we00017,remove,44,True,,True,False
we00017,remove,45,True,,True,False
we00017,remove,46,True,,True,False
we00017,remove,47,True,,True,False
we00017,remove,48,True,,True,False
we00017,remove,49,True,,True,False
we00017,remove,70,False,"i0: 0,0,1280,866.515625|accent-color:auto -> 0,0,1280,858.515625|accent-color:auto",False,False
we00018,remove,1,True,,True,False
we00018,remove,13,True,,True,False
we00018,remove,16,False,"i0: 0,0,1280,2208.578125|accent-color:auto -> 0,0,1280,2198.828125|accent-color:auto",False,False
we00018,remove,17,True,,True,False
we00018,remove,39,True,,True,False
we00018,remove,43,True,,True,False
we00018,remove,52,True,,True,False
we00018,remove,55,True,,True,False
we00018,remove,69,False,"i0: 0,0,1280,2208.578125|accent-color:auto -> 0,0,1280,2198.828125|accent-color:auto",False,False
we00018,remove,81,True,,True,False
we00018,remove,85,True,,True,False
we00018,remove,104,True,,True,False
we00018,remove,165,True,,True,False
we00018,collapse,102,True,,True,False
we00018,collapse,115,True,,True,False
we00018,collapse,100,True,,True,False
we00018,collapse,113,True,,True,False
we00018,collapse,74,True,,True,False
we00018,collapse,77,True,,True,False
we00018,collapse,134,True,,True,False
we00018,collapse,10,True,,True,False
we00018,collapse,133,True,,True,False
we00018,collapse,164,True,,True,False
we00018,collapse,4,True,,True,False
we00018,collapse,9,True,,True,False
we00018,collapse,121,False,"i0: 0,0,1280,2208.578125|accent-color:auto -> 0,0,1280,2221.578125|accent-color:auto",False,False
we00018,collapse,132,False,"i0: 0,0,1280,2208.578125|accent-color:auto -> 0,0,1280,2163|accent-color:auto",False,False
we00018,collapse,163,True,,True,False
we00018,collapse,3,True,,True,False
we00018,collapse,8,True,,True,False
we00018,collapse,120,True,,True,False
we00018,collapse,2,True,,True,False
we00019,remove,1,True,,True,False
we00019,remove,13,False,"m11: 1197,54.5,13,29.5|accent-color:auto -> 1197,54.5,13,1|accent-color:auto",False,False
we00019,remove,15,False,"m3: 48,0,1184,141|accent-color:auto -> 48,0,1184,0|accent-color:auto",False,False
we00019,remove,16,True,,True,False
we00019,remove,22,True,,True,False
we00019,remove,25,True,,True,False
we00019,remove,41,True,,True,False
we00019,remove,54,True,,True,False
we00019,remove,71,True,,True,False
we00019,remove,176,False,"i0: 0,0,1280,2527.75|accent-color:auto -> 0,0,1280,2451.25|accent-color:auto",False,False
we00019,remove,181,True,,True,False
we00019,remove,182,False,"i0: 0,0,1280,2527.75|accent-color:auto -> 0,0,1280,2508.25|accent-color:auto",False,False
we00019,collapse,52,True,,True,False
we00019,collapse,72,True,,True,False
we00019,collapse,28,True,,True,False
we00019,collapse,81,True,,True,False
we00019,collapse,86,True,,True,False
we00019,collapse,91,True,,True,False
we00019,collapse,96,True,,True,False
we00019,collapse,101,True,,True,False
we00019,collapse,106,True,,True,False
we00019,collapse,111,True,,True,False
we00019,collapse,116,True,,True,False
we00019,collapse,121,True,,True,False
we00019,collapse,126,True,,True,False
we00019,collapse,131,True,,True,False
we00019,collapse,136,True,,True,False
we00019,collapse,141,True,,True,False
we00019,collapse,146,True,,True,False
we00019,collapse,151,True,,True,False
we00019,collapse,156,True,,True,False
we00019,collapse,161,True,,True,False
we00019,collapse,166,True,,True,False
we00019,collapse,170,True,,True,False
we00020,remove,4,True,,True,False
we00020,remove,15,True,,True,False
we00020,remove,47,True,,True,False
we00020,remove,60,True,,True,False
we00020,remove,61,True,,True,False
we00020,collapse,16,False,m17: display:none -> display:inline,False,False
we00020,collapse,23,True,,True,False
we00020,collapse,22,False,m36: line-height:26px -> line-height:28px,False,False
we00020,collapse,20,True,,True,False
we00020,collapse,19,True,,True,False
we00021,remove,1,True,,True,False
we00021,remove,4,True,,True,False
we00021,remove,35,True,,True,False
we00021,remove,51,True,,True,False
we00021,remove,55,True,,True,False
we00021,remove,80,True,,True,False
we00021,remove,146,True,,True,False
we00021,remove,147,True,,True,False
we00021,remove,174,True,,True,False
we00021,collapse,131,True,,True,False
we00021,collapse,26,False,"m3: 40,0,1200,176|accent-color:auto -> 40,0,1200,0|accent-color:auto",False,False
we00021,collapse,39,False,"m40: 48,186,55.796875,42.46875|accent-color:auto -> 48,207,36,19|accent-color:auto",False,False
we00021,collapse,25,True,,True,False
we00021,collapse,60,True,,True,False
we00021,collapse,64,True,,True,False
we00021,collapse,114,False,"m113: 220,269.046875,720,432.203125|accent-color:auto -> 220,269.046875,720,414.671875|accent-color:auto",False,False
we00021,collapse,2,True,,True,False
we00022,remove,17,True,,True,False
we00022,remove,30,True,,True,False
we00022,remove,48,True,,True,False
we00022,remove,132,False,"i0: 0,0,1280,1901.96875|accent-color:auto -> 0,0,1280,1841.96875|accent-color:auto",False,False
we00022,collapse,22,True,,True,False
we00022,collapse,66,True,,True,False
we00022,collapse,81,True,,True,False
we00022,collapse,84,True,,True,False
we00022,collapse,9,True,,False,False
we00022,collapse,14,True,,False,False
we00022,collapse,20,True,,False,False
we00022,collapse,86,True,,True,False
we00022,collapse,141,True,,True,False
we00022,collapse,8,True,,True,False
we00022,collapse,13,True,,True,False
we00022,collapse,19,True,,True,False
we00022,collapse,57,False,"i0: 0,0,1280,1901.96875|accent-color:auto -> 0,0,1280,1973.96875|accent-color:auto",False,False
we00022,collapse,73,True,,True,False
we00022,collapse,125,False,"m126: border-block-end-color:rgb(198, 78, 3) -> border-block-end-color:rgb(58, 58, 58)",False,False
we00022,collapse,140,True,,True,False
we00022,collapse,7,True,,True,False
we00022,collapse,6,True,,True,False
we00022,collapse,55,True,,True,False
we00022,collapse,137,True,,True,False
we00022,collapse,5,True,,True,False
we00022,collapse,70,True,,True,False
we00022,collapse,136,True,,True,False
we00022,collapse,4,True,,True,False
we00022,collapse,53,True,,True,False
we00022,collapse,69,True,,True,False
we00022,collapse,68,True,,True,False
we00022,collapse,2,True,,True,False
we00023,remove,18,True,,True,False
we00023,remove,38,True,,True,False
we00023,remove,58,True,,True,False
we00023,collapse,14,True,,True,False
we00023,collapse,13,True,,True,False
we00023,collapse,39,True,,True,False
we00023,collapse,3,True,,True,False
we00023,collapse,20,True,,True,False
we00023,collapse,22,True,,True,False
we00023,collapse,37,True,,True,False
we00023,collapse,61,True,,True,False
we00023,collapse,1,True,,True,False
we00024,remove,2,False,"i0: 0,0,1280,1546.375|accent-color:auto -> 0,0,1280,1542.46875|accent-color:auto",False,False
we00024,remove,12,True,,True,False
we00024,remove,15,True,,True,False
we00024,remove,44,True,,True,False
we00024,collapse,4,True,,True,False
we00024,collapse,74,False,"m75: 556.359375,1493.375,24,14|accent-color:auto -> 573.859375,1493.375,24,14|accent-color:auto",False,False
we00024,collapse,3,True,,True,False
we00024,collapse,1,True,,True,False
we00025,remove,5,True,,True,False
we00025,remove,13,True,,True,False
we00025,remove,17,True,,True,False
we00025,remove,19,True,,True,False
we00025,remove,37,True,,True,False
we00025,remove,39,True,,True,False
we00025,remove,114,True,,True,False
we00025,remove,118,True,,True,False
we00025,remove,122,True,,True,False
we00025,remove,126,True,,True,False
we00025,remove,130,True,,True,False
we00025,remove,175,True,,True,False
we00025,remove,186,True,,True,False
we00025,remove,190,True,,True,False
we00025,remove,194,True,,True,False
we00025,remove,198,True,,True,False
we00025,remove,200,False,"i0: 0,0,1280,1549.40625|accent-color:auto -> 0,0,1280,1539.40625|accent-color:auto",False,False
we00025,remove,204,True,,False,True
we00025,collapse,171,True,,False,True
we00025,collapse,170,True,,False,True
we00025,collapse,185,True,,False,True
we00025,collapse,189,True,,False,True
we00025,collapse,193,True,,False,True
we00025,collapse,197,True,,False,True
we00025,collapse,12,True,,False,True
we00025,collapse,16,True,,True,False
we00025,collapse,36,True,,True,False
we00025,collapse,113,True,,True,False
we00025,collapse,117,True,,True,False
we00025,collapse,121,True,,True,False
we00025,collapse,125,True,,True,False
we00025,collapse,129,True,,True,False
we00025,collapse,3,True,,True,False
we00025,collapse,2,False,"i0: 0,0,1280,1549.40625|accent-color:auto -> 0,0,1280,1047|accent-color:auto",False,False
we00025,collapse,1,False,"m20: border-inline-end-color:rgba(100, 100, 100, 0.1) -> border-inline-end-color:rgb(0, 0, 0)",False,False
we00026,remove,11,True,,True,False
we00026,remove,30,True,,True,False
we00026,remove,43,True,,True,False
we00026,remove,54,True,,True,False
we00026,remove,65,True,,True,False
we00026,remove,74,True,,True,False
we00026,remove,85,True,,True,False
we00026,remove,87,True,,True,False
we00026,remove,93,True,,True,False
