page_id,source,dataset_png_path,html_path,level,tokens_orig,tokens_final,reduction_pct,l1_ok,l2_ok,l3_ok,l2_base,l3_base,ladder
we00012,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00012.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00012.html,l2,5271.0,3077.0,41.624,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00012.html"", ""tokens"": 3077.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00012.html"", ""tokens"": 4635.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00012.html"", ""tokens"": 5271.0, ""base"": """"}]"
we00013,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00013.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level1\webcode2m\we00013.html,l1,2593.0,2358.0,9.063,True,False,False,level1,,"[{""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00013.html"", ""tokens"": 2358.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00013.html"", ""tokens"": 2593.0, ""base"": """"}]"
we00014,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00014.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00014.html,l2,8924.0,6969.0,21.907,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00014.html"", ""tokens"": 6969.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00014.html"", ""tokens"": 7427.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00014.html"", ""tokens"": 8924.0, ""base"": """"}]"
we00015,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00015.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00015.html,l2,7629.0,5561.0,27.107,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00015.html"", ""tokens"": 5561.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00015.html"", ""tokens"": 5967.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00015.html"", ""tokens"": 7629.0, ""base"": """"}]"
we00016,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00016.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00016.html,l2,5951.0,4436.0,25.458,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00016.html"", ""tokens"": 4436.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00016.html"", ""tokens"": 5008.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00016.html"", ""tokens"": 5951.0, ""base"": """"}]"
we00017,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00017.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00017.html,l2,1207.0,1123.0,6.959,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00017.html"", ""tokens"": 1123.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00017.html"", ""tokens"": 1150.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00017.html"", ""tokens"": 1207.0, ""base"": """"}]"
we00018,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00018.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00018.html,l2,4121.0,3251.0,21.111,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00018.html"", ""tokens"": 3251.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00018.html"", ""tokens"": 3428.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00018.html"", ""tokens"": 4121.0, ""base"": """"}]"
we00019,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00019.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00019.html,l2,6600.0,5230.0,20.758,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00019.html"", ""tokens"": 5230.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00019.html"", ""tokens"": 5519.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00019.html"", ""tokens"": 6600.0, ""base"": """"}]"
we00020,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00020.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00020.html,l2,4953.0,3468.0,29.982,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00020.html"", ""tokens"": 3468.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00020.html"", ""tokens"": 3657.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00020.html"", ""tokens"": 4953.0, ""base"": """"}]"
we00021,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00021.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00021.html,l2,5527.0,4040.0,26.904,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00021.html"", ""tokens"": 4040.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00021.html"", ""tokens"": 4284.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00021.html"", ""tokens"": 5527.0, ""base"": """"}]"
we00022,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00022.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00022.html,l2,4247.0,3389.0,20.202,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00022.html"", ""tokens"": 3389.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00022.html"", ""tokens"": 3634.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00022.html"", ""tokens"": 4247.0, ""base"": """"}]"
we00023,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00023.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00023.html,l2,3017.0,2409.0,20.152,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00023.html"", ""tokens"": 2409.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00023.html"", ""tokens"": 2706.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00023.html"", ""tokens"": 3017.0, ""base"": """"}]"
we00024,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00024.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00024.html,l2,2842.0,2637.0,7.213,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00024.html"", ""tokens"": 2637.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00024.html"", ""tokens"": 2674.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00024.html"", ""tokens"": 2842.0, ""base"": """"}]"
we00025,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00025.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00025.html,l2,6591.0,4486.0,31.937,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00025.html"", ""tokens"": 4486.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00025.html"", ""tokens"": 5621.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00025.html"", ""tokens"": 6591.0, ""base"": """"}]"
we00026,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00026.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00026.html,l2,2870.0,2274.0,20.767,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00026.html"", ""tokens"": 2274.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00026.html"", ""tokens"": 2727.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00026.html"", ""tokens"": 2870.0, ""base"": """"}]"
we00027,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00027.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00027.html,l2,4501.0,3111.0,30.882,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00027.html"", ""tokens"": 3111.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00027.html"", ""tokens"": 4194.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00027.html"", ""tokens"": 4501.0, ""base"": """"}]"
we00028,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00028.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00028.html,l2,2142.0,1638.0,23.529,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00028.html"", ""tokens"": 1638.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00028.html"", ""tokens"": 1710.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00028.html"", ""tokens"": 2142.0, ""base"": """"}]"
we00029,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00029.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00029.html,l2,3422.0,3047.0,10.959,True,True,False,level1,,"[{""level"": ""l2"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level2\\webcode2m\\we00029.html"", ""tokens"": 3047.0, ""base"": ""level1""}, {""level"": ""l1"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\outputs\\level1\\webcode2m\\we00029.html"", ""tokens"": 3314.0, ""base"": ""original""}, {""level"": ""original"", ""html_path"": ""C:\\Users\\Mahin\\Thesis\\render_validated_starter_kit\\starter_kit\\data\\raw_webcode2m\\we00029.html"", ""tokens"": 3422.0, ""base"": """"}]"
