page_id,source,png_path,html_path,level,tokens_orig,tokens_final,reduction_pct,original_sha256,final_sha256,validated_source_path
we00010,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00010.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00010.html,l3,5063.0,3474.0,31.385,102fd1dde4a09a2fcb593dff5dc589be9ceb918d479e84aa17182fa91fa4a621,f20963dcd0c649404e64fd938addb0a498843dcfbf276cf1602c50eaaffd7325,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00010.html
we00011,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00011.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00011.html,l3,6945.0,4464.0,35.724,ccdb14ca46cb9db1c2a1a2472795f6233e3b725842def2a59bd0a2cdd1a6f87c,6459ee113617e6bca8c495d235012ab8624e524161ae40beda1acb79e5b57012,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00011.html
we00012,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00012.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00012.html,l3,5271.0,2966.0,43.73,b75f7aef63765128a4e1c9298e1a649b15e2f6d0e3c5b7b8cc51c30373ef75e0,da10041654ae32fd141ac721dcf79f3bc418e5ecb57a8c3139fe8bf44fa6daad,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00012.html
we00013,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00013.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00013.html,l3,2593.0,2275.0,12.264,43d051887cdaa148f0422e2108f71b4e6b85fba0a90807cef474f3b56783acd3,edf2aaa075b034bc02ea6fedcbd615d5974ff4618768c697a95cb1bb80dafed6,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00013.html
we00014,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00014.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00014.html,l3,8924.0,5899.0,33.897,47731f412c53b5dda12eef1da32f1edd05f10f9a74d0d68ffcb3a33a7a924814,406a90911567406a6104f4920956e43c7dccacc09a70ee17e98a8c601d3f228d,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00014.html
we00015,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00015.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00015.html,l3,7629.0,4494.0,41.093,8aad270f2f7f4816c20371e9a88dfa3e68a4ca29af873167e7d097d50079586c,be1b2bcd9d3fa5d2db689b05db76fff7ab2b09cafa3c7f0ae907c60546521afc,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00015.html
we00016,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00016.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00016.html,l2,5951.0,4436.0,25.458,98ddb44828525eb60f0d6248d06f8d414a9a1f3f8b513c78def638dcd00bd287,3e53c52670663ed3958de2fcdd14388a5e739118223296da71f3142871b1ec40,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00016.html
we00017,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00017.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00017.html,l2,1207.0,1123.0,6.959,2eeaab792030ca7901f8c69d76cea222f48da989efb42d64397d35b58e3eb5ea,19d31f9312806b50838e137a9c360173432142c9910d4ff7e496eefd27f99afc,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00017.html
we00018,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00018.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00018.html,l3,4121.0,3244.0,21.281,3d653455f275f440185c0a307e27d12a5277595a372d605d548b11c0665cb5f1,8c2401b693d6ee2042cee3848bfc11710083f339f29955024b55dafaf25112e3,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00018.html
we00019,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00019.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00019.html,l3,6600.0,3525.0,46.591,0c16f9d555a07734cb69d88d5d93ad5245212f510dfee46b55d0c83f89c560f0,abf85f8cec531ded3a260fb839bccc1e23e093fe3cb7873e4a6082ae82e21aaf,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00019.html
we00020,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00020.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00020.html,l3,4953.0,2458.0,50.374,43e09253f1cd2b006afb96397cfdb48bc1aa8071abb2d1e8415c1febbb4a1321,e82135663b743ef526948675018bf3dfbe87433a967538bfb512043bc87ac462,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00020.html
we00021,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00021.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00021.html,l3,5527.0,3567.0,35.462,d48cfac2fd0b6998ecbb01c57eb7f1bd18036c2e0a4fa095735fb8eb493f1bc3,3430fcba8a5d3c16ff13a3486b4c8212ebf0a3a6a94c3493010a089b22645ec2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00021.html
we00022,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00022.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00022.html,l3,4247.0,3152.0,25.783,94dd4c3a07913998913915e9536e6806299bdaf7313788a4aeb7a51371bbce8a,d5536b53ef6094e1c1c8bfa0744ab5909e830ce758ae8243b6bc95a907a73ff0,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00022.html
we00023,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00023.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00023.html,l3,3017.0,2302.0,23.699,786be85617bb199cdc43caf7e56e0c39467238a7375e44bffc171fe50cb9d6c7,c6ea89bcfae92f2b0e0bab07a72d148f92a7f15b79f3ee7142a27f9cc5cd79df,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00023.html
we00024,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00024.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00024.html,l3,2842.0,2625.0,7.635,cf54263be8dfda4fa47022e61406aa2bb818423dc7b0a93cebca65732ba17e33,4466a29abce9cac39dd1784814bcfd597066834dc4eaaeb0310b476ccfe0fa07,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00024.html
we00025,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00025.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00025.html,l3,6591.0,4279.0,35.078,261d720f1593236526b23d52b65b9fcbfb60adc659903cdfc9982b8c2387c617,8aee81066651b15314b138dfdb38634c1cfa7fbdd303769483ea21932e928043,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00025.html
we00026,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00026.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00026.html,l3,2870.0,2161.0,24.704,937a192f8ff6d6a0096cd8587f2149183cdf38def43bd3c1406bd2ea7a3532db,80eaeaf5ea4d31d09593c9574d3698053998ec0dc0cd809906d8028ca0277d9b,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00026.html
we00027,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00027.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00027.html,l3,4501.0,2988.0,33.615,08bbc8c3db4a4c3cdb70754b4a6a6f9a542e4a87c33abadab5c8aecb1c26cf93,d72dee1617ed2308f3da09fc6227fba759b96a59016ffc252bf47af604123c1d,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00027.html
we00028,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00028.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00028.html,l3,2142.0,1618.0,24.463,d9cb07d033371a7e896fe56c3558201e7a8b9082b17e44d8d1eb2bd711a220af,20f0b4b86f9b16d8702bb31267d64f2bf870bf8c15a073326971dd0a4a48eea9,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00028.html
we00029,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00029.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00029.html,l3,3422.0,2971.0,13.179,986ce8cc99c10dabb61d7b830c11fcc374eaa744dcdc229f10212db22d819b00,317bf2fe6da9354a0a47f59a36da22fcf4b828808d41ebaec7c461886b67aa5c,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00029.html
we00030,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00030.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00030.html,l3,4391.0,1107.0,74.789,07f8bbcb2d7e3547fe62e7d7e690f6190bec01710cf0c96fa40639f1fd9a9c29,e933aefd1da965bd0805bfd115275406edb3e5523625d8fd28c7c7a83b781910,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00030.html
we00031,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00031.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00031.html,l3,7592.0,4957.0,34.708,4925592ff1a1b3dfc9bc5508fb0d73d0a1cbcfae033b74d409c99ee703d7e16d,6de28a4323627b8f4f793571334923834b1ed861d3b8336b38d31d5a7bf61c8b,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00031.html
we00032,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00032.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00032.html,l3,2560.0,2250.0,12.109,d457f418b8de7d617ac21d91d8eaa10b4873b447e759084eba7b2482280d27de,1c3c1d8e2114e64712c1ab22496bdea6727697ec84fcfba5420cc3543f8c495a,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00032.html
we00033,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00033.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00033.html,l3,4997.0,4447.0,11.007,7010681456499319e124634b2ff4a3ac3f11e9d2219a250c371fe850bca90b69,b7b44c09ca8e9ecc8162bc5cca8e1f3e583943c56e0c42a32216928eea2ae445,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00033.html
we00034,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00034.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00034.html,l2,2835.0,2488.0,12.24,7aa5329af9e942f4e50197eb3292fb8a58ac3cbe71e1ed42b713c0de23cdad88,ebc9b6de6ae08309bf41b5491af320a68087828c06dd8dd5f7ddb217c5ba02c9,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00034.html
we00035,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00035.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00035.html,l2,2717.0,2492.0,8.281,adfe4403e2b45d2e82e7b87068a152dabc951ad09f61e591a54133856918643e,fa2a84cda77284ec40b8e38d17e2c032e4fe6fdf354d64442fb510cfa7ae0aba,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level2\webcode2m\we00035.html
we00036,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00036.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00036.html,l3,2505.0,1873.0,25.23,4d015a248e46074fdf36c951168cc3ce165167848819a64a775396e52cfeb0ce,ea8b707688c19a507be60cc64b9a1a6284f2663070aa320723a76f261e93773b,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00036.html
we00037,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00037.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00037.html,l3,3187.0,2336.0,26.702,7d36ac6ea52fe358723af43719d99d4beb52c5a00e375cb5ef7528f611bfeb29,06bf0afd55678a82eef72183ab6436a05bf365c0b9d712878ccb59e7a72ab730,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00037.html
we00038,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00038.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00038.html,l3,2528.0,2218.0,12.263,76213e59e2d5e763faeee8dce4df4ea4926391d20feb5650661a6601a37011a7,ad9cb040d3bb8f1f7c0664af28c88efef38ab57d3c180978342e355de855b268,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00038.html
we00039,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00039.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00039.html,l3,3022.0,2893.0,4.269,b3a29ef71b45570fa49446394c55060041c2ec39d78d82c18fb87f311fedd268,8ee5afc6c0ef9ab9f951c858e83aae01def9c169ad3b8bd4323418969953b2fc,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00039.html
we00040,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00040.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00040.html,l3,3075.0,2537.0,17.496,fc5c460650b113381ab4add71bfa8be301da33f1f3bc4d17fbaefe5fd2f62c08,90954ff49939874fe3ca982ce3945be3f23a0cb0c7994babfbd65568785f7b0f,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00040.html
we00041,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00041.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00041.html,l3,3819.0,2640.0,30.872,f2357763c765598058f73ae65c769db16c738848d306af9248b48b268141e4a6,4cf39abcde67aa26c7973206160269e384ee3844c48558583462eaadba6ec886,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00041.html
we00042,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00042.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00042.html,l3,3565.0,2486.0,30.266,e67796ceec2abd55180d1ed808f12ed034620b4e12bdc046b293c968fada761a,723cfd6ecad080afd9a680dc7e7be1f78ac3694bdd0b0d718999858b53874984,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00042.html
we00043,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00043.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00043.html,l3,1527.0,933.0,38.9,256edacc6972a89816ba9f1b06f0e3033eb6afdb11b28bc99bfd41d42158491d,fa406d5c3cebb754ea12d235778934ed4b116944a654c1ac33de89f71c5923d8,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00043.html
we00044,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00044.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00044.html,l3,5874.0,3030.0,48.417,fd704c878d406d1510ddaceec9d1097f57bdfee2b9ac77a4f8bcd1e29b31f90f,7b6a10131d55207b8f5c2f1871d143a9e0176f12a5993d647de6c5dab02aba38,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00044.html
we00045,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00045.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00045.html,l3,2542.0,1867.0,26.554,f100b90f86d6740204d0783c284f12b3ed5b08ff1fc2c878dd105f3ab89fc95b,295d7d2dfd0d5734af01a01c44b9dffe2bdf3bc6eaae88aba5ea48957c78e17e,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00045.html
we00046,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00046.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00046.html,l3,4561.0,3968.0,13.002,2c00a6b3b6d72692f89e43e5e936064188c4ce16b2881d61d57e899b8fd1a1d5,6ab899b3609bcd9c502c00f2349c399b296f62d1689202c0256b7e710261a898,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00046.html
we00047,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00047.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00047.html,l3,6557.0,4244.0,35.275,2664696fd44116213af2eb07020f40af3536bd4508033f1614df03df266141f4,554ba623ebf783612fc6a6271d44f20581d0f92982c717c909b8daf5046d020a,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00047.html
we00048,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00048.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00048.html,l3,3090.0,1812.0,41.359,58af1a70cdcd2a23c2513bd5c2fdb0aee65878a356e277651fa0b62103d9013c,83cfd7dee059c3bf47f8eb3cf3bad39b6807db5e967fce3108631abe6c44dd9d,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00048.html
we00049,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00049.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00049.html,l3,2989.0,2051.0,31.382,1c8c3d52878f246b3b9b635e85f7cfb38f88043911edf976b0b5faaebe92225c,d8b686c445669c1bac2764e8fd3ba1561b5391deef3e67266a75254d8b3e793a,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00049.html
we00050,webcode2m,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\renders_final\webcode2m\we00050.png,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00050.html,l3,4327.0,3548.0,18.003,df50215b78bcc095b682f8cb66df6ab3eebd217d6dcb448a363e5cde825f4c9d,a8c3bf71fbe6170d4827a219e27f8200c5c931cb701e7d98cc1b32e5f298c99a,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\level3\webcode2m\we00050.html
